Moscow Maps 2.0
00
Lian/obstacleposition=0.6	sumtime	5.738417	57.173053	14.293018	127.404038	0.019996	TL	5.528387	11.500827	TL	TL	31.66539086
Lian/obstacleposition=0.8	numberofsteps	258296	358524	244798	1441649	3086	37673	117855	413943	299364	107106	328229.4
Lian/obstacleposition=0.8	memory	330315	448970	309191	1630659	6541	56236	175130	548292	352953	140976	399926.3
Lian/obstacleposition=0.8	pathlength	488.50571	501.11215	509.24051	578.2403	484.2785	485.08713	439.909	455.72336	486.06873	500.17514	492.834053
Lian/obstacleposition=0.8	max_angle	24.4866848	23.96249008	34.76519775	24.8515892	17.02051926	24.4866848	23.96249008	24.4866848	23.96249008	24.8515892	24.68364201
Lian/obstacleposition=0.8	dliantime	6.412456	35.982556	6.532463	85.025028	0.035003	0.467028	4.592331	44.413149	10.936549	1.4321	19.5828663
Lian/obstacleposition=0.8	sumtime	6.411443	58.669164	11.720831	147.264434	0.026008	0.674042	5.818411	46.104257	15.937879	2.327175	29.4953644
46
		4777467	4777468	4777469	4777470	4777471	4777472	4777473	4777474	4777475	4777476
Lian/obstacleposition=0.2	numberofsteps	63622	TL	19154	TL	TL	TL	90308	TL	271346	TL	111107.5
Lian/obstacleposition=0.2	memory	75894	TL	25651	TL	TL	TL	110290	TL	345093	TL	139232
Lian/obstacleposition=0.2	pathlength	511.91867	TL	493.43964	TL	TL	TL	459.06555	TL	481.05621	TL	486.3700175
Lian/obstacleposition=0.2	max_angle	24.8515892	TL	22.61986542	TL	TL	TL	24.4866848	TL	24.4866848	TL	24.11120605
Lian/obstacleposition=0.2	dliantime	0.708057	TL	0.266024	TL	TL	TL	1.657111	TL	7.632541	TL	2.56593325
Lian/obstacleposition=0.2	sumtime	0.571042	TL	0.113002	TL	TL	TL	1.030072	TL	2.559181	TL	1.06832425
Lian/obstacleposition=0.4	numberofsteps	72237	93119	11102	191813	TL	TL	44772	TL	237355	TL	108399.6667
Lian/obstacleposition=0.4	memory	94050	138929	19333	261193	TL	TL	57956	TL	311606	TL	147177.8333
Lian/obstacleposition=0.4	pathlength	504.04099	473.14865	493.06491	497.59622	TL	TL	451.2175	TL	481.27191	TL	483.39003
Lian/obstacleposition=0.4	max_angle	24.4866848	16.69924736	22.61986542	24.4866848	TL	TL	23.96249008	TL	24.4866848	TL	22.79027621
Lian/obstacleposition=0.4	dliantime	0.762047	2.241156	0.20302	4.823342	TL	TL	0.701044	TL	6.876487	TL	2.601182667
Lian/obstacleposition=0.4	sumtime	0.920069	2.765201	0.120014	1.210079	TL	TL	0.49803	TL	2.315164	TL	1.3047595
Lian/obstacleposition=0.6	numberofsteps	38138	48532	12827	180673	TL	TL	66363	42185	223891	TL	87515.57143
Lian/obstacleposition=0.6	memory	56460	76076	23562	254335	TL	TL	89927	58751	298998	TL	122587
Lian/obstacleposition=0.6	pathlength	493.86285	469.83997	493.25708	497.59622	TL	TL	453.7038	455.71555	481.41153	TL	477.9124286
Lian/obstacleposition=0.6	max_angle	24.8515892	17.02051926	22.3801403	24.4866848	TL	TL	19.75947952	22.3801403	24.4866848	TL	22.19503403
Lian/obstacleposition=0.6	dliantime	0.324023	0.736052	0.14301	4.478327	TL	TL	0.931066	0.40403	6.281446	TL	1.899707714
Lian/obstacleposition=0.6	sumtime	0.473022	1.313105	0.192007	1.202086	TL	TL	1.048081	0.438032	2.791203	TL	1.065362286
Lian/obstacleposition=0.8	numberofsteps	38586	51474	10029	58625	TL	TL	112473	43008	98992	TL	59026.71429
Lian/obstacleposition=0.8	memory	60325	81481	18931	91045	TL	TL	153134	61480	145253	TL	87378.42857
Lian/obstacleposition=0.8	pathlength	493.57071	470.0423	492.84863	492.65903	TL	TL	456.67029	456.00378	477.3407	TL	477.0193486
Lian/obstacleposition=0.8	max_angle	24.8515892	17.02051926	22.3801403	21.80140686	TL	TL	23.3440094	22.24902534	20.85445213	TL	21.7858775
Lian/obstacleposition=0.8	dliantime	0.36102	0.823052	0.118007	1.012072	TL	TL	2.035145	0.435032	2.148153	TL	0.990354429
Lian/obstacleposition=0.8	sumtime	0.544038	1.486101	0.158019	1.403099	TL	TL	2.214157	0.585031	2.617187	TL	1.286804571
47
		4777667	4777668	4777669	4777670	4777671	4777672	4777673	4777674	4777675	4777676
Lian/obstacleposition=0.2	numberofsteps	45234	75569	106654	168375	TL	65306	82600	105716	756137	TL	175698.875
Lian/obstacleposition=0.2	memory	57288	70140	99942	172843	TL	84834	85963	83185	612171	TL	158295.75
Lian/obstacleposition=0.2	pathlength	500.73584	451.77054	433.6817	496.40302	TL	475.15524	482.7966	458.79111	502.58762	TL	475.2402088
Lian/obstacleposition=0.2	max_angle	24.4866848	24.8515892	72.77656555	23.3440094	TL	24.8515892	22.3801403	24.8515892	24.4866848	TL	30.25360656
Lian/obstacleposition=0.2	dliantime	0.570047	2.470181	3.559252	2.62619	TL	0.612043	1.108079	1.932136	31.301213	TL	5.522392625
Lian/obstacleposition=0.2	sumtime	0.359024	0.883056	1.234094	2.476169	TL	0.229024	0.435037	0.858055	30.011134	TL	4.560699125
Lian/obstacleposition=0.4	numberofsteps	42854	53111	72229	139966	TL	TL	64368	TL	TL	TL	74505.6
Lian/obstacleposition=0.4	memory	60434	54342	69825	162355	TL	TL	81499	TL	TL	TL	85691
Lian/obstacleposition=0.4	pathlength	500.73584	446.12186	433.17892	496.40302	TL	TL	475.19843	TL	TL	TL	470.327614
Lian/obstacleposition=0.4	max_angle	24.4866848	24.8515892	23.96249008	23.3440094	TL	TL	24.4866848	TL	TL	TL	24.22629166
Lian/obstacleposition=0.4	dliantime	0.381027	2.084154	2.125145	2.381163	TL	TL	0.604048	TL	TL	TL	1.5151074
Lian/obstacleposition=0.4	sumtime	0.445026	0.551038	0.84006	2.59219	TL	TL	0.621044	TL	TL	TL	1.0098716
Lian/obstacleposition=0.6	numberofsteps	30125	44226	65547	121543	205591	27564	60135	72839	466641	15500	110971.1
Lian/obstacleposition=0.6	memory	42952	54835	79110	147001	267548	39452	78274	73878	529797	25040	133788.7
Lian/obstacleposition=0.6	pathlength	499.05099	443.9411	431.15161	494.09668	498.09937	461.19016	475.06177	457.80518	504.0668	449.50461	471.396827
Lian/obstacleposition=0.6	max_angle	24.4866848	24.8515892	23.96249008	23.96249008	24.4866848	22.40983391	22.40983391	24.8515892	24.4866848	22.40983391	23.83177147
Lian/obstacleposition=0.6	dliantime	0.18502	2.066147	3.246231	2.103155	4.612327	0.262018	0.543033	2.955211	19.445385	0.162017	3.5580544
Lian/obstacleposition=0.6	sumtime	0.307029	0.763059	1.197085	2.729197	2.621179	0.213027	0.706044	1.051082	29.715108	0.176012	3.9478822
Lian/obstacleposition=0.8	numberofsteps	28327	61868	61017	140885	TL	20415	53486	70164	518308	18897	108151.8889
Lian/obstacleposition=0.8	memory	40192	82802	82500	174079	TL	30234	69758	79779	628764	30878	135442.8889
Lian/obstacleposition=0.8	pathlength	498.76025	446.89609	432.59579	496.32706	TL	460.27771	473.94705	461.04758	510.35461	449.88107	470.00969
Lian/obstacleposition=0.8	max_angle	24.4866848	24.8515892	23.3440094	23.96249008	TL	22.3801403	22.40983391	24.8515892	24.4866848	11.42116547	22.4660208
Lian/obstacleposition=0.8	dliantime	0.167006	1.210093	1.249089	2.136151	TL	0.177012	0.421024	1.461098	24.305723	0.170007	3.477467
Lian/obstacleposition=0.8	sumtime	0.301027	1.58912	1.865133	3.09722	TL	0.213003	0.649046	1.262088	37.360646	0.215024	5.172478556
48
		4777867	4777868	4777869	4777870	4777871	4777872	4777873	4777874	4777875	4777876
Lian/obstacleposition=0.2	numberofsteps	TL	86165	350699	340392	13697	TL	TL	TL	TL	TL	197738.25
Lian/obstacleposition=0.2	memory	TL	88059	345942	387727	25146	TL	TL	TL	TL	TL	211718.5
Lian/obstacleposition=0.2	pathlength	TL	512.63971	537.44952	509.55167	467.62003	TL	TL	TL	TL	TL	506.8152325
Lian/obstacleposition=0.2	max_angle	TL	57.88516998	24.4866848	24.8515892	22.61986542	TL	TL	TL	TL	TL	32.46082735
Lian/obstacleposition=0.2	dliantime	TL	1.237086	7.443528	6.463463	0.167012	TL	TL	TL	TL	TL	3.82777225
Lian/obstacleposition=0.2	sumtime	TL	0.699062	5.077358	5.160371	0.124002	TL	TL	TL	TL	TL	2.76519825
Lian/obstacleposition=0.4	numberofsteps	517626	71319	247720	102590	12546	351308	TL	61755	58347	165723	176548.2222
Lian/obstacleposition=0.4	memory	535000	88575	283812	111823	23067	409348	TL	86313	85668	182297	200655.8889
Lian/obstacleposition=0.4	pathlength	451.22998	518.82605	526.29169	484.14838	467.19662	492.51404	TL	469.63086	475.53848	496.73441	486.9011678
Lian/obstacleposition=0.4	max_angle	20.1706562	24.8515892	22.40983391	24.8515892	19.44004059	22.61986542	TL	22.61986542	24.4866848	24.8515892	22.92241266
Lian/obstacleposition=0.4	dliantime	58.366138	0.953069	4.598326	1.921136	0.201014	10.316737	TL	0.762059	0.688044	3.633257	9.048864444
Lian/obstacleposition=0.4	sumtime	43.496089	0.992072	5.198368	0.940071	0.127998	14.537031	TL	1.028077	0.657052	1.409099	7.598428556
Lian/obstacleposition=0.6	numberofsteps	357161	65091	299922	86994	13023	331211	TL	63264	51680	TL	158543.25
Lian/obstacleposition=0.6	memory	436463	83384	371109	96234	24287	405495	TL	90668	76837	TL	198059.625
Lian/obstacleposition=0.6	pathlength	449.07788	512.17255	530.31744	474.50528	467.19785	492.51404	TL	469.63086	474.97015	TL	483.7982563
Lian/obstacleposition=0.6	max_angle	22.40983391	24.8515892	24.4866848	24.4866848	19.44004059	22.61986542	TL	22.61986542	22.40983391	TL	22.91554976
Lian/obstacleposition=0.6	dliantime	43.899117	1.453103	6.074431	0.981064	0.134016	11.079792	TL	0.674048	0.57504	TL	8.108826375
Lian/obstacleposition=0.6	sumtime	41.349936	0.781055	7.943577	1.026081	0.159005	15.010066	TL	1.138095	0.816057	TL	8.527984
Lian/obstacleposition=0.8	numberofsteps	258966	69279	TL	70554	6824	284084	TL	49106	31333	144312	114307.25
Lian/obstacleposition=0.8	memory	360472	100704	TL	83349	14998	346734	TL	72074	48558	175693	150322.75
Lian/obstacleposition=0.8	pathlength	447.11691	511.50955	TL	469.63507	466.50275	488.24329	TL	468.077	472.86295	495.2305	477.3972525
Lian/obstacleposition=0.8	max_angle	24.8515892	24.8515892	TL	22.61986542	19.44004059	23.96249008	TL	22.61986542	22.40983391	24.4866848	23.15524483
Lian/obstacleposition=0.8	dliantime	25.314789	2.097149	TL	0.727057	0.076004	7.738553	TL	0.48704	0.294015	2.566183	4.91259875
Lian/obstacleposition=0.8	sumtime	43.516075	2.375179	TL	1.270089	0.09401	12.726902	TL	0.904062	0.527043	1.737125	7.893810625
49
		4778067	4778068	4778069	4778070	4778071	4778072	4778073	4778074	4778075	4778076
Lian/obstacleposition=0.2	numberofsteps	725611	24635	15682	632660	TL	4292	TL	807628	80759	TL	381162.5
Lian/obstacleposition=0.2	memory	573549	34892	29011	653748	TL	4293	TL	720170	107071	TL	353073.5
Lian/obstacleposition=0.2	pathlength	540.64722	470.30707	481.05832	511.11035	TL	PNF	TL	551.07306	467.50705	TL	503.6171783
Lian/obstacleposition=0.2	max_angle	24.4866848	24.4866848	24.4866848	24.4866848	TL	0	TL	135	18.25189018	TL	41.86643823
Lian/obstacleposition=0.2	dliantime	21.309516	0.326028	0.20702	24.472729	TL	0.013007	TL	35.565521	1.966145	TL	13.97449317
Lian/obstacleposition=0.2	sumtime	14.465025	0.16701	0.079007	23.392659	TL	0.013002	TL	19.924406	0.85306	TL	9.813527833
Lian/obstacleposition=0.4	numberofsteps	614204	22663	15596	410803	TL	4292	19401	717167	55912	TL	265106.5714
Lian/obstacleposition=0.4	memory	575052	35787	30136	474420	TL	4293	32447	688038	78562	TL	273491.7143
Lian/obstacleposition=0.4	pathlength	518.79657	468.54785	481.07162	494.97189	TL	PNF	476.6008	554.36414	465.50253	TL	494.2650571
Lian/obstacleposition=0.4	max_angle	22.61986542	22.61986542	24.4866848	24.4866848	TL	0	22.61986542	24.4866848	40.3645401	TL	25.95488439
Lian/obstacleposition=0.4	dliantime	20.369438	0.228021	0.186019	15.01606	TL	0.013	0.167012	21.596536	1.546104	TL	8.44417
Lian/obstacleposition=0.4	sumtime	11.3528	0.21401	0.13801	16.751189	TL	0.013001	0.237004	18.719325	1.174082	TL	6.940917143
Lian/obstacleposition=0.6	numberofsteps	TL	18932	18719	TL	95923	4292	18927	511839	82213	439723	169468
Lian/obstacleposition=0.6	memory	TL	30768	34848	TL	127336	4293	31998	566389	122451	525898	205669.7143
Lian/obstacleposition=0.6	pathlength	TL	467.71054	481.17719	TL	442.9436	PNF	476.44247	549.7868	467.272	515.02295	485.7650786
Lian/obstacleposition=0.6	max_angle	TL	22.61986542	24.4866848	TL	23.96249008	0	22.61986542	24.4866848	24.4866848	24.8515892	23.93055207
Lian/obstacleposition=0.6	dliantime	TL	0.154011	0.222016	TL	1.784127	0.013001	0.179012	15.151074	2.440177	18.45831	5.484103857
Lian/obstacleposition=0.6	sumtime	TL	0.197024	0.127009	TL	2.824207	0.012002	0.250022	19.423372	1.956132	28.871048	7.664116286
Lian/obstacleposition=0.8	numberofsteps	315628	16178	12344	553603	239696	4292	20670	367545	84459	364780	219433.6667
Lian/obstacleposition=0.8	memory	378705	26628	25588	689085	305970	4293	35148	414523	128141	436885	271185.8889
Lian/obstacleposition=0.8	pathlength	510.40939	467.23029	480.66376	503.66992	456.89215	PNF	476.58078	527.89929	466.69589	505.74014	488.4201789
Lian/obstacleposition=0.8	max_angle	22.61986542	22.61986542	24.4866848	24.8515892	24.8515892	0	22.61986542	24.4866848	17.02051926	24.4866848	23.11592759
Lian/obstacleposition=0.8	dliantime	8.108574	0.124008	0.113014	31.811255	8.312589	0.013001	0.179006	10.531752	2.787198	13.637967	8.400595889
Lian/obstacleposition=0.8	sumtime	12.468872	0.181011	0.207013	37.202637	9.382663	0.013007	0.245024	25.003779	2.242159	26.391871	12.59166989
50
		4778267	4778268	4778269	4778270	4778271	4778272	4778273	4778274	4778275	4778276
Lian/obstacleposition=0.2	numberofsteps	147392	753473	TL	429588	TL	TL	697783	TL	37053	180847	374356
Lian/obstacleposition=0.2	memory	185555	725760	TL	408337	TL	TL	631434	TL	37816	180090	361498.6667
Lian/obstacleposition=0.2	pathlength	497.5293	532.07953	TL	432.34637	TL	TL	564.84375	TL	444.96576	515.7428	497.9179183
Lian/obstacleposition=0.2	max_angle	24.4866848	24.8515892	TL	24.4866848	TL	TL	24.4866848	TL	23.96249008	24.8515892	24.52095381
Lian/obstacleposition=0.2	dliantime	3.853273	20.022843	TL	19.884409	TL	TL	19.523389	TL	0.458031	5.90942	11.60856083
Lian/obstacleposition=0.2	sumtime	0.787061	5.738289	TL	20.092424	TL	TL	5.951414	TL	0.284032	2.52519	5.896401667
Lian/obstacleposition=0.4	numberofsteps	75437	371214	222833	599872	TL	TL	342723	1214601	34414	132414	374188.5
Lian/obstacleposition=0.4	memory	100286	377446	244908	619278	TL	TL	372911	1172358	46685	145969	384980.125
Lian/obstacleposition=0.4	pathlength	484.55066	492.05508	491.24887	440.16199	TL	TL	519.70142	520.88086	446.04688	507.65829	487.7880063
Lian/obstacleposition=0.4	max_angle	24.4866848	24.4866848	22.40983391	24.8515892	TL	TL	24.4866848	34.76519775	23.96249008	24.8515892	25.53759432
Lian/obstacleposition=0.4	dliantime	1.162081	8.266793	7.897509	42.711035	TL	TL	8.237586	129.603193	0.543039	3.790274	25.27643875
Lian/obstacleposition=0.4	sumtime	1.00607	5.915225	7.005464	11.158792	TL	TL	6.346452	141.933062	0.303023	2.615191	22.03540988
Lian/obstacleposition=0.6	numberofsteps	52535	274348	167925	167217	78909	134752	TL	1041529	24449	88134	225533.1111
Lian/obstacleposition=0.6	memory	75981	301042	204182	213919	111138	183092	TL	1082411	39391	126128	259698.2222
Lian/obstacleposition=0.6	pathlength	482.26602	482.10501	482.08627	425.2384	459.71924	454.69104	TL	519.30219	444.84473	506.42456	472.9641622
Lian/obstacleposition=0.6	max_angle	22.3801403	24.4866848	23.96249008	24.4866848	24.4866848	24.4866848	TL	24.8515892	23.96249008	24.8515892	24.21722645
Lian/obstacleposition=0.6	dliantime	0.608048	5.854979	5.391383	10.344734	0.898065	2.428173	TL	103.025298	0.361031	2.302159	14.57931889
Lian/obstacleposition=0.6	sumtime	0.994076	5.818023	7.478541	12.412883	7.248526	3.051228	TL	147.712472	0.373032	2.967208	20.89510989
Lian/obstacleposition=0.8	numberofsteps	51712	249093	154365	336145	68910	106170	237087	TL	80589	85622	152188.1111
Lian/obstacleposition=0.8	memory	74969	292314	198054	444111	99013	150082	293406	TL	117837	127860	199738.4444
Lian/obstacleposition=0.8	pathlength	482.26602	482.10501	480.50061	434.15771	458.56711	452.37827	516.11621	TL	448.53708	506.42456	473.4502867
Lian/obstacleposition=0.8	max_angle	22.3801403	24.4866848	23.96249008	24.4866848	15.25511742	22.61986542	22.61986542	TL	24.4866848	24.8515892	22.79434692
Lian/obstacleposition=0.8	dliantime	0.577041	4.454173	6.793476	25.736824	0.726058	1.687124	5.077356	TL	1.931137	2.576182	5.506596778
Lian/obstacleposition=0.8	sumtime	1.014065	6.214259	7.207504	30.411167	1.316094	3.094221	7.109506	TL	2.046145	3.245237	6.850910889
51
		4778467	4778468	4778469	4778470	4778471	4778472	4778473	4778474	4778475	4778476
Lian/obstacleposition=0.2	numberofsteps	TL	40541	180017	TL	TL	340887	209870	413187	TL	43504	204667.6667
Lian/obstacleposition=0.2	memory	TL	53233	211029	TL	TL	326018	211361	391465	TL	67773	210146.5
Lian/obstacleposition=0.2	pathlength	TL	421.34006	439.91608	TL	TL	489.37961	498.46259	525.82391	TL	491.83737	477.79327
Lian/obstacleposition=0.2	max_angle	TL	23.96249008	24.4866848	TL	TL	24.4866848	24.8515892	24.4866848	TL	24.4866848	24.46013641
Lian/obstacleposition=0.2	dliantime	TL	0.836059	2.925207	TL	TL	12.153864	3.825276	18.799338	TL	0.638052	6.529632667
Lian/obstacleposition=0.2	sumtime	TL	0.429036	3.220217	TL	TL	8.442603	2.840201	11.286799	TL	0.667054	4.480985
Lian/obstacleposition=0.4	numberofsteps	631973	TL	110063	TL	130982	334692	196819	345096	226278	41987	252236.25
Lian/obstacleposition=0.4	memory	602594	TL	141322	TL	171096	333564	209494	382427	270034	66844	272171.875
Lian/obstacleposition=0.4	pathlength	515.65753	TL	436.02982	TL	482.59116	491.36948	498.46259	523.52606	474.39081	490.39822	489.0532088
Lian/obstacleposition=0.4	max_angle	47.92498016	TL	22.61986542	TL	22.3801403	24.4866848	24.8515892	24.8515892	24.8515892	20.85445213	26.6026113
Lian/obstacleposition=0.4	dliantime	46.564301	TL	1.673124	TL	2.458174	16.21215	3.392235	16.723192	7.179514	0.581041	11.84796638
Lian/obstacleposition=0.4	sumtime	44.931184	TL	2.233158	TL	0.979069	9.090648	2.928199	11.244798	6.065434	0.260012	9.71656275
Lian/obstacleposition=0.6	numberofsteps	649279	89613	119495	TL	113491	180097	TL	292679	324186	58641	228435.125
Lian/obstacleposition=0.6	memory	779713	125360	158273	TL	152757	197266	TL	361887	393141	94334	282841.375
Lian/obstacleposition=0.6	pathlength	527.0318	424.87109	437.00027	TL	482.19263	481.99042	TL	523.4671	485.47495	491.3819	481.67627
Lian/obstacleposition=0.6	max_angle	24.4866848	23.96249008	22.40983391	TL	24.4866848	24.4866848	TL	24.8515892	24.4866848	24.4866848	24.20716715
Lian/obstacleposition=0.6	dliantime	59.091189	2.179161	1.735123	TL	1.961139	12.046854	TL	20.438451	10.94578	0.794056	13.64896913
Lian/obstacleposition=0.6	sumtime	41.503949	2.070147	2.457168	TL	1.221087	6.155445	TL	14.934071	12.254868	0.851067	10.18097525
Lian/obstacleposition=0.8	numberofsteps	375667	156858	102865	116354	105382	176782	197257	299402	168397	14546	171351
Lian/obstacleposition=0.8	memory	484646	214618	138606	161175	146203	238977	267127	402848	222277	25303	230178
Lian/obstacleposition=0.8	pathlength	511.54514	428.64053	435.8252	470.69583	481.60532	485.078	499.92786	524.88489	468.34744	487.37805	479.392826
Lian/obstacleposition=0.8	max_angle	24.8515892	24.0755024	24.4866848	22.40983391	22.3801403	24.8515892	23.3440094	23.96249008	22.61986542	17.02051926	23.0002224
Lian/obstacleposition=0.8	dliantime	24.234718	6.313453	1.373103	1.965133	1.756118	7.789558	4.303305	14.30602	4.117293	0.148011	6.6306712
Lian/obstacleposition=0.8	sumtime	43.219059	6.42046	2.302169	3.547257	2.127143	7.153507	6.083426	21.037493	8.123579	0.226009	10.0240102
52
		4778676	4778677	4778678	4778679	4778680	4778681	4778682	4778683	4778684	4778685
Lian/obstacleposition=0.2	numberofsteps	25548	TL	67741	735459	78092	406472	TL	83239	946510	149165	311528.25
Lian/obstacleposition=0.2	memory	44028	TL	77354	705229	76095	353659	TL	84333	872627	148835	295270
Lian/obstacleposition=0.2	pathlength	424.65839	TL	451.06177	513.24731	428.83914	455.89221	TL	501.12268	545.68585	473.96594	474.3091613
Lian/obstacleposition=0.2	max_angle	22.40983391	TL	24.4866848	97.62815094	24.8515892	29.67307854	TL	24.4866848	97.49585724	45.75384903	45.84821606
Lian/obstacleposition=0.2	dliantime	0.305015	TL	0.684053	21.508519	0.821063	24.892763	TL	0.75306	27.595956	2.985212	9.943205125
Lian/obstacleposition=0.2	sumtime	0.251018	TL	0.730051	14.315014	0.545037	14.778054	TL	0.356027	15.295079	1.376103	5.955797875
Lian/obstacleposition=0.4	numberofsteps	11921	246779	TL	1141652	TL	328381	125303	77824	TL	113383	292177.5714
Lian/obstacleposition=0.4	memory	19140	287507	TL	1065716	TL	333819	151794	85347	TL	125152	295496.4286
Lian/obstacleposition=0.4	pathlength	420.53915	463.92603	TL	571.5686	TL	457.69131	422.22971	501.12125	TL	473.00925	472.8693286
Lian/obstacleposition=0.4	max_angle	22.40983391	24.4866848	TL	24.4866848	TL	35.27242279	23.96249008	24.4866848	TL	40.3645401	27.92419161
Lian/obstacleposition=0.4	dliantime	0.155005	8.492597	TL	31.443236	TL	25.014773	3.052216	0.776048	TL	1.575107	10.07271171
Lian/obstacleposition=0.4	sumtime	0.099009	6.16844	TL	14.08	TL	16.432159	3.168225	0.343025	TL	1.19309	5.926278286
Lian/obstacleposition=0.6	numberofsteps	15160	296342	TL	534329	75101	267972	125209	TL	460694	64396	229900.375
Lian/obstacleposition=0.6	memory	25426	372256	TL	588871	93874	328048	168844	TL	497673	89009	270500.125
Lian/obstacleposition=0.6	pathlength	417.74515	467.16489	TL	509.02841	429.9093	458.36838	423.42276	TL	499.10983	468.4101	459.1448525
Lian/obstacleposition=0.6	max_angle	23.96249008	23.3440094	TL	24.8515892	24.8515892	53.56914139	23.96249008	TL	23.90205193	23.96249008	27.80073142
Lian/obstacleposition=0.6	dliantime	0.138015	12.001855	TL	13.547967	1.057082	25.375793	3.835267	TL	10.069715	0.948073	8.371720875
Lian/obstacleposition=0.6	sumtime	0.147004	7.172508	TL	15.152081	0.698061	19.216368	4.088286	TL	15.779124	1.432095	7.960690875
Lian/obstacleposition=0.8	numberofsteps	16053	292412	92943	TL	51558	272395	129605	TL	431449	64361	168847
Lian/obstacleposition=0.8	memory	29065	375256	127159	TL	71254	345622	175835	TL	487783	89291	212658.125
Lian/obstacleposition=0.8	pathlength	418.79025	467.16489	452.43729	TL	425.63107	459.21759	423.7471	TL	499.10983	468.4101	451.813515
Lian/obstacleposition=0.8	max_angle	23.96249008	23.3440094	24.4866848	TL	24.8515892	22.61986542	23.3440094	TL	23.90205193	23.96249008	23.80914879
Lian/obstacleposition=0.8	dliantime	0.188014	11.647831	1.150087	TL	0.62205	18.61932	3.08422	TL	9.038642	0.771049	5.640151625
Lian/obstacleposition=0.8	sumtime	0.204016	14.75504	1.566117	TL	0.784061	26.552883	4.484319	TL	16.207154	1.365103	8.239836625
53
		4778867	4778868	4778869	4778870	4778871	4778872	4778873	4778874	4778875	4778876
Lian/obstacleposition=0.2	numberofsteps	75717	TL	TL	TL	TL	38714	65253	106652	TL	337178	124702.8
Lian/obstacleposition=0.2	memory	121746	TL	TL	TL	TL	62380	75600	130975	TL	317518	141643.8
Lian/obstacleposition=0.2	pathlength	537.43457	TL	TL	TL	TL	585.7348	461.21359	452.38812	TL	545.01349	516.356914
Lian/obstacleposition=0.2	max_angle	22.61986542	TL	TL	TL	TL	24.8515892	24.4866848	23.96249008	TL	24.4866848	24.08146286
Lian/obstacleposition=0.2	dliantime	1.199089	TL	TL	TL	TL	0.430037	0.908071	1.838131	TL	4.71334	1.8177336
Lian/obstacleposition=0.2	sumtime	0.84306	TL	TL	TL	TL	0.213018	0.345021	1.790127	TL	2.778197	1.1938846
Lian/obstacleposition=0.4	numberofsteps	TL	TL	TL	TL	TL	31550	50949	105074	200804	TL	97094.25
Lian/obstacleposition=0.4	memory	TL	TL	TL	TL	TL	50625	65911	137248	258706	TL	128122.5
Lian/obstacleposition=0.4	pathlength	TL	TL	TL	TL	TL	540.97906	457.33981	450.57394	457.86295	TL	476.68894
Lian/obstacleposition=0.4	max_angle	TL	TL	TL	TL	TL	24.4866848	17.02051926	24.4866848	23.96249008	TL	22.48909473
Lian/obstacleposition=0.4	dliantime	TL	TL	TL	TL	TL	0.49604	0.588041	1.889141	15.35109	TL	4.581078
Lian/obstacleposition=0.4	sumtime	TL	TL	TL	TL	TL	0.184011	0.42403	1.714128	13.604971	TL	3.981785
Lian/obstacleposition=0.6	numberofsteps	29965	389106	TL	TL	TL	20707	TL	88089	306372	TL	166847.8
Lian/obstacleposition=0.6	memory	49079	467633	TL	TL	TL	38160	TL	121074	402293	TL	215647.8
Lian/obstacleposition=0.6	pathlength	487.18564	496.33096	TL	TL	TL	540.43677	TL	449.30768	465.18799	TL	487.689808
Lian/obstacleposition=0.6	max_angle	21.80140686	34.76519775	TL	TL	TL	22.61986542	TL	24.4866848	24.4866848	TL	25.63196793
Lian/obstacleposition=0.6	dliantime	0.469039	43.996119	TL	TL	TL	0.41003	TL	2.694185	18.999348	TL	13.3137442
Lian/obstacleposition=0.6	sumtime	0.251017	50.285565	TL	TL	TL	0.214016	TL	1.609121	24.52075	TL	15.3760938
Lian/obstacleposition=0.8	numberofsteps	25147	840969	TL	TL	TL	18631	36977	141024	457368	266028	255163.4286
Lian/obstacleposition=0.8	memory	41935	997542	TL	TL	TL	36659	51230	192704	576913	321403	316912.2857
Lian/obstacleposition=0.8	pathlength	486.98618	525.70538	TL	TL	TL	540.43677	456.25006	453.47086	473.24643	545.01349	497.30131
Lian/obstacleposition=0.8	max_angle	21.80140686	24.8515892	TL	TL	TL	22.61986542	20.85445213	24.8515892	24.8515892	24.4866848	23.4738824
Lian/obstacleposition=0.8	dliantime	0.340029	113.560052	TL	TL	TL	0.158011	0.285027	4.102293	35.645527	4.237301	22.61832
Lian/obstacleposition=0.8	sumtime	0.37902	138.309816	TL	TL	TL	0.254023	0.462039	4.617339	42.018973	5.360386	27.34308514
54
		4779067	4779068	4779069	4779070	4779071	4779072	4779073	4779074	4779075	4779076
Lian/obstacleposition=0.2	numberofsteps	TL	554578	TL	268982	49921	429634	263422	TL	TL	233846	300063.8333
Lian/obstacleposition=0.2	memory	TL	518824	TL	286334	65709	323865	241818	TL	TL	254479	281838.1667
Lian/obstacleposition=0.2	pathlength	TL	522.88062	TL	531.94403	468.57907	452.23404	508.85101	TL	TL	475.14334	493.2720183
Lian/obstacleposition=0.2	max_angle	TL	146.6015015	TL	24.4866848	22.61986542	23.96249008	24.8515892	TL	TL	22.61986542	44.19033273
Lian/obstacleposition=0.2	dliantime	TL	26.474877	TL	3.605251	0.663053	22.05457	8.158578	TL	TL	6.170442	11.18779517
