Moscow Maps 2.0
00
Lian/obstacleposition=0.4	numberofsteps	5879	TL	94234	43048	6729	5795	TL	1058625	TL	454265	238367.8571
Lian/obstacleposition=0.4	memory	11948	TL	117907	52731	10128	11235	TL	1072016	TL	441982	245421
Lian/obstacleposition=0.4	pathlength	459.2952	TL	445.05304	440.6106	453.21173	458.51151	TL	498.28683	TL	496.39642	464.4807614
Lian/obstacleposition=0.4	max_angle	16.69924736	TL	20.1706562	24.4866848	22.40983391	17.02051926	TL	29.67307854	TL	53.01709366	26.21101625
Lian/obstacleposition=0.4	dliantime	0.050997	TL	1.921142	0.49904	0.07401	0.088006	TL	111.368902	TL	16.991199	18.713328
Lian/obstacleposition=0.4	sumtime	0.043003	TL	2.17716	0.406023	0.028001	0.048003	TL	100.299117	TL	21.093494	17.72782871
Lian/obstacleposition=0.6	numberofsteps	4918	TL	82433	25586	27035	4673	TL	TL	1070359	398574	230511.1429
Lian/obstacleposition=0.6	memory	9222	TL	106247	34134	36866	9473	TL	TL	1044860	415653	236636.4286
Lian/obstacleposition=0.6	pathlength	458.8241	TL	443.09164	433.25638	458.22198	458.11127	TL	TL	491.23804	496.18478	462.7040271
Lian/obstacleposition=0.6	max_angle	17.02051926	TL	24.4866848	23.3440094	22.3801403	16.09080696	TL	TL	24.8515892	24.8515892	21.86076273
Lian/obstacleposition=0.6	dliantime	0.051999	TL	1.449103	0.182013	0.216014	0.087006	TL	TL	147.375444	17.217221	23.79697143
Lian/obstacleposition=0.6	sumtime	0.043002	TL	2.002142	0.261029	0.197026	0.038997	TL	TL	169.972039	18.493311	27.28679229
Lian/obstacleposition=0.8	numberofsteps	3260	TL	190234	82443	11622	5165	TL	577257	TL	314943	169274.8571
Lian/obstacleposition=0.8	memory	6516	TL	246785	103120	16688	10959	TL	731985	TL	374033	212869.4286
Lian/obstacleposition=0.8	pathlength	458.1402	TL	453.85449	441.17398	454.25507	458.19482	TL	488.13843	TL	490.93622	463.5276014
Lian/obstacleposition=0.8	max_angle	11.42116547	TL	19.75947952	23.96249008	11.30993366	16.09080696	TL	29.67307854	TL	24.8515892	19.58122049
Lian/obstacleposition=0.8	dliantime	0.035998	TL	5.98243	1.085077	0.099001	0.080005	TL	68.227837	TL	14.355015	12.837909
Lian/obstacleposition=0.8	sumtime	0.029008	TL	6.534463	1.186079	0.084005	0.044003	TL	106.770569	TL	18.799332	19.06392271
36
		4775467	4775468	4775469	4775470	4775471	4775472	4775473	4775474	4775475	4775476
Lian/obstacleposition=0.2	numberofsteps	22272	TL	TL	TL	1417356	35318	34932	132513	226082	TL	311412.1667
Lian/obstacleposition=0.2	memory	31265	TL	TL	TL	1471170	44328	53248	173703	236100	TL	334969
Lian/obstacleposition=0.2	pathlength	466.98364	TL	TL	TL	630.46033	455.26245	465.71405	449.72467	490.48334	TL	493.1047467
Lian/obstacleposition=0.2	max_angle	22.40983391	TL	TL	TL	24.8515892	24.8515892	16.69924736	34.76519775	24.4866848	TL	24.67735704
Lian/obstacleposition=0.2	dliantime	0.826063	TL	TL	TL	76.577423	0.328027	0.519038	2.840207	6.492467	TL	14.59720417
Lian/obstacleposition=0.2	sumtime	0.179012	TL	TL	TL	11.618824	0.183014	0.409024	2.854195	5.680409	TL	3.487413
Lian/obstacleposition=0.4	numberofsteps	19886	TL	TL	TL	519816	29478	27567	149066	176576	TL	153731.5
Lian/obstacleposition=0.4	memory	30722	TL	TL	TL	591982	37462	42312	194011	221253	TL	186290.3333
Lian/obstacleposition=0.4	pathlength	466.04251	TL	TL	TL	595.44867	451.99228	464.85129	446.85074	490.06732	TL	485.8754683
Lian/obstacleposition=0.4	max_angle	12.90741062	TL	TL	TL	23.96249008	22.3801403	23.96249008	23.3440094	34.76519775	TL	23.55362304
Lian/obstacleposition=0.4	dliantime	0.280015	TL	TL	TL	13.466961	0.214016	0.361033	3.077218	4.524315	TL	3.653926333
Lian/obstacleposition=0.4	sumtime	0.267024	TL	TL	TL	14.059001	0.179011	0.32703	3.241224	7.034504	TL	4.184632333
Lian/obstacleposition=0.6	numberofsteps	117145	TL	TL	TL	408161	23392	22523	730551	169694	220005	241638.7143
Lian/obstacleposition=0.6	memory	142717	TL	TL	TL	471997	30676	34898	860257	218597	259184	288332.2857
Lian/obstacleposition=0.6	pathlength	483.23477	TL	TL	TL	576.72284	450.37842	464.20337	524.87848	489.68704	510.57214	499.9538657
Lian/obstacleposition=0.6	max_angle	24.4866848	TL	TL	TL	24.4866848	22.61986542	29.67307854	24.8515892	24.8515892	24.4866848	25.06516811
Lian/obstacleposition=0.6	dliantime	1.822124	TL	TL	TL	9.31366	0.173012	0.323023	38.21271	5.260368	3.127222	8.318874143
Lian/obstacleposition=0.6	sumtime	1.75913	TL	TL	TL	12.231867	0.209015	0.364021	38.587732	6.904492	5.617406	9.381951857
Lian/obstacleposition=0.8	numberofsteps	26006	TL	TL	TL	303439	28932	36379	32877	175992	217947	117367.4286
Lian/obstacleposition=0.8	memory	40722	TL	TL	TL	360161	39302	57186	47947	229676	260031	147860.7143
Lian/obstacleposition=0.8	pathlength	466.01001	TL	TL	TL	558.04578	451.73801	465.30032	448.54584	490.01639	510.71149	484.3382629
Lian/obstacleposition=0.8	max_angle	18.25189018	TL	TL	TL	24.8515892	22.61986542	23.96249008	23.96249008	24.8515892	24.4866848	23.28379985
Lian/obstacleposition=0.8	dliantime	0.409029	TL	TL	TL	5.776413	0.186008	0.533043	0.453039	4.603321	3.064224	2.146439571
Lian/obstacleposition=0.8	sumtime	0.454025	TL	TL	TL	9.828691	0.239022	0.59004	0.497041	7.547541	5.725407	3.554538143
37
		4775667	4775668	4775669	4775670	4775671	4775672	4775673	4775674	4775675	4775676
Lian/obstacleposition=0.2	numberofsteps	32761	TL	25463	TL	8450	177989	6383	TL	370399	201476	117560.1429
Lian/obstacleposition=0.2	memory	34819	TL	38345	TL	12514	182551	11821	TL	433579	184772	128343
Lian/obstacleposition=0.2	pathlength	438.31305	TL	456.48828	TL	460.92502	446.99298	463.59695	TL	518.83521	504.31552	469.9238586
Lian/obstacleposition=0.2	max_angle	53.56914139	TL	22.3801403	TL	16.69924736	23.3440094	11.30993366	TL	22.61986542	57.88516998	29.68678679
Lian/obstacleposition=0.2	dliantime	0.600003	TL	0.391021	TL	0.095006	8.589614	0.111008	TL	15.130066	8.055571	4.710327
Lian/obstacleposition=0.2	sumtime	0.665002	TL	0.107008	TL	0.079011	8.415597	0.048005	TL	5.708399	3.423231	2.635179
Lian/obstacleposition=0.4	numberofsteps	39177	TL	29885	TL	29428	201081	7089	11796	312489	TL	90135
Lian/obstacleposition=0.4	memory	54301	TL	45145	TL	47801	233134	14438	19489	388712	TL	114717.1429
Lian/obstacleposition=0.4	pathlength	433.42746	TL	456.78754	TL	462.80313	450.24292	463.59698	440.19891	515.00543	TL	460.2946243
Lian/obstacleposition=0.4	max_angle	22.40983391	TL	22.3801403	TL	23.3440094	23.3440094	11.30993366	22.3801403	22.3801403	TL	21.07831533
Lian/obstacleposition=0.4	dliantime	1.439019	TL	0.396034	TL	0.418024	12.078856	0.116002	0.141015	13.96399	TL	4.078991429
Lian/obstacleposition=0.4	sumtime	0.441993	TL	0.193014	TL	0.395028	8.60661	0.081005	0.069003	4.886348	TL	2.096143
Lian/obstacleposition=0.6	numberofsteps	54089	TL	29343	TL	36853	115802	3426	11270	184150	189340	78034.125
Lian/obstacleposition=0.6	memory	78841	TL	44606	TL	58852	151036	7740	19882	241705	215711	102296.625
Lian/obstacleposition=0.6	pathlength	434.25027	TL	456.92502	TL	463.1376	447.28513	463.89624	440.25012	511.39728	518.10187	466.9054413
Lian/obstacleposition=0.6	max_angle	17.02051926	TL	21.80140686	TL	22.40983391	23.3440094	11.30993366	11.30993366	22.61986542	24.4866848	19.28777337
Lian/obstacleposition=0.6	dliantime	1.188034	TL	0.376022	TL	0.572035	7.850551	0.111007	0.131014	5.669402	5.080367	2.622304
Lian/obstacleposition=0.6	sumtime	1.335045	TL	0.273025	TL	0.566045	8.638606	0.035003	0.127004	6.220446	6.302983	2.937269625
Lian/obstacleposition=0.8	numberofsteps	50401	763982	26979	779117	42038	155886	3431	14560	158512	98700	209360.6
Lian/obstacleposition=0.8	memory	77009	919874	42724	910251	66519	213038	8034	26458	218903	128365	261117.5
Lian/obstacleposition=0.8	pathlength	433.08438	490.40598	456.62323	501.66049	463.20889	449.92743	463.8891	440.55078	511.20068	500.09085	471.064181
Lian/obstacleposition=0.8	max_angle	22.61986542	24.8515892	15.25512218	24.8515892	17.02051926	18.25189018	22.40983391	5.71057272	22.61986542	23.96249008	19.75533376
Lian/obstacleposition=0.8	dliantime	1.202048	77.802515	0.355026	78.615567	0.725051	10.290731	0.089007	0.148011	3.942286	2.438912	17.5609154
Lian/obstacleposition=0.8	sumtime	1.331058	94.227687	0.377032	146.7044	0.710039	10.238732	0.050016	0.158012	6.42045	3.790887	26.4008313
38
		4775871	4775872	4775873	4775874	4775875	4775876	4775877	4775878	4775879	4775880
Lian/obstacleposition=0.2	numberofsteps	285827	379268	1427305	118947	220839	300544	TL	558769	611124	186294	454324.1111
Lian/obstacleposition=0.2	memory	313200	354255	1424447	126004	255172	238454	TL	640541	693633	187720	470380.6667
Lian/obstacleposition=0.2	pathlength	492.70163	440.04016	559.67676	429.90442	465.53329	494.19101	TL	497.74576	529.026	457.2822	485.1223589
Lian/obstacleposition=0.2	max_angle	23.96249008	24.4866848	65.92449951	17.02051926	29.67307854	22.61986542	TL	24.4866848	24.4866848	24.8515892	28.61245516
Lian/obstacleposition=0.2	dliantime	10.84977	11.352611	88.530281	5.21337	7.0445	7.316524	TL	28.680033	29.483096	5.754407	21.58051022
Lian/obstacleposition=0.2	sumtime	3.95227	6.028352	32.031269	2.795198	6.400448	5.115362	TL	15.262088	18.041289	4.698328	10.48051156
Lian/obstacleposition=0.4	numberofsteps	TL	TL	780568	TL	205723	221005	TL	TL	411346	169140	357556.4
Lian/obstacleposition=0.4	memory	TL	TL	877215	TL	253474	224254	TL	TL	524419	186846	413241.6
Lian/obstacleposition=0.4	pathlength	TL	TL	522.99152	TL	464.4592	498.64743	TL	TL	515.31317	457.2822	491.738704
Lian/obstacleposition=0.4	max_angle	TL	TL	24.4866848	TL	23.3440094	24.8515892	TL	TL	22.61986542	24.8515892	24.0307476
Lian/obstacleposition=0.4	dliantime	TL	TL	49.399503	TL	9.8097	5.443385	TL	TL	15.042062	5.486395	17.036209
Lian/obstacleposition=0.4	sumtime	TL	TL	36.531596	TL	7.950563	4.420307	TL	TL	19.116359	4.369315	14.477628
Lian/obstacleposition=0.6	numberofsteps	116992	210616	512404	64836	188169	198900	372275	315754	378309	146530	250478.5
Lian/obstacleposition=0.6	memory	139462	277723	626123	90488	256181	229763	456421	408057	493980	182394	316059.2
Lian/obstacleposition=0.6	pathlength	485.39301	435.41534	513.83093	430.20224	464.39755	498.64743	511.95355	482.62225	515.31317	457.2822	479.505767
Lian/obstacleposition=0.6	max_angle	23.96249008	22.40983391	24.4866848	18.25189018	23.3440094	24.8515892	22.61986542	24.4866848	22.61986542	24.8515892	23.18845024
Lian/obstacleposition=0.6	dliantime	3.967283	7.787544	25.583814	6.143442	9.494673	5.497389	15.495094	13.839988	15.38509	4.917347	10.8111664
Lian/obstacleposition=0.6	sumtime	6.218451	8.102571	39.812822	3.369245	6.746471	5.624405	13.437958	21.996564	18.708337	4.93335	12.8950174
Lian/obstacleposition=0.8	numberofsteps	172169	191286	487901	158581	175137	184629	TL	257878	287822	TL	239425.375
Lian/obstacleposition=0.8	memory	239607	258192	626257	219554	254260	226396	TL	339516	386690	TL	318809
Lian/obstacleposition=0.8	pathlength	490.20572	434.17566	514.27191	436.92404	464.39755	498.38733	TL	478.61932	512.77167	TL	478.71915
Lian/obstacleposition=0.8	max_angle	23.96249008	24.4866848	24.4866848	23.96249008	23.3440094	23.96249008	TL	22.61986542	24.4866848	TL	23.91392493
Lian/obstacleposition=0.8	dliantime	7.636546	5.174367	25.518815	8.344597	9.24265	4.03228	TL	9.98871	9.348663	TL	9.9108285
Lian/obstacleposition=0.8	sumtime	6.832487	8.69061	43.397081	9.588678	9.327653	6.159436	TL	19.496387	17.750266	TL	15.15532475
39
		4776067	4776068	4776069	4776070	4776071	4776072	4776073	4776074	4776075	4776076
Lian/obstacleposition=0.2	numberofsteps	TL	80897	TL	79928	TL	TL	50	742168	546576	TL	362392.25
Lian/obstacleposition=0.2	memory	TL	105333	TL	104873	TL	TL	51	554228	451710	TL	304036
Lian/obstacleposition=0.2	pathlength	TL	467.44534	TL	477.20142	TL	TL	PNF	481.82303	547.4527	TL	493.4806225
Lian/obstacleposition=0.2	max_angle	TL	23.96249008	TL	23.96249008	TL	TL	0	34.76519775	24.8515892	TL	26.88544178
Lian/obstacleposition=0.2	dliantime	TL	2.47717	TL	2.903206	TL	TL	0	35.106494	18.77733	TL	14.81605
Lian/obstacleposition=0.2	sumtime	TL	1.957147	TL	1.180095	TL	TL	0	11.561819	5.521392	TL	5.05511325
Lian/obstacleposition=0.4	numberofsteps	TL	41321	TL	TL	144833	TL	50	314144	TL	300111	200102.25
Lian/obstacleposition=0.4	memory	TL	58177	TL	TL	203345	TL	51	315702	TL	314367	222897.75
Lian/obstacleposition=0.4	pathlength	TL	460.40671	TL	TL	486.07935	TL	PNF	467.89243	TL	521.57922	483.9894275
Lian/obstacleposition=0.4	max_angle	TL	29.67307854	TL	TL	22.40983391	TL	0	23.96249008	TL	24.4866848	25.13302183
Lian/obstacleposition=0.4	dliantime	TL	0.726051	TL	TL	3.054222	TL	0	17.110207	TL	9.54567	7.6090375
Lian/obstacleposition=0.4	sumtime	TL	0.815051	TL	TL	3.24923	TL	0.001	11.920851	TL	7.017504	5.750659
Lian/obstacleposition=0.6	numberofsteps	1225213	38073	TL	44839	TL	TL	50	214595	182541	TL	341052.2
Lian/obstacleposition=0.6	memory	1386894	55926	TL	69356	TL	TL	51	257056	205885	TL	395023.4
Lian/obstacleposition=0.6	pathlength	487.20007	458.61935	TL	474.85632	TL	TL	PNF	465.70816	492.38419	TL	475.753618
Lian/obstacleposition=0.6	max_angle	72.77656555	24.4866848	TL	22.40983391	TL	TL	0	22.61986542	18.25189018	TL	32.10896797
Lian/obstacleposition=0.6	dliantime	154.453955	1.135086	TL	2.105149	TL	TL	0	13.373949	8.570602	TL	35.9277482
Lian/obstacleposition=0.6	sumtime	172.967261	0.895069	TL	1.317088	TL	TL	0	12.540895	7.552534	TL	39.0545694
Lian/obstacleposition=0.8	numberofsteps	TL	70712	218627	33339	78294	TL	50	184708	134828	TL	120084.6667
Lian/obstacleposition=0.8	memory	TL	102126	300638	57907	121068	TL	51	247272	167289	TL	166050
Lian/obstacleposition=0.8	pathlength	TL	461.47696	456.80466	474.245	483.54913	TL	PNF	465.89639	482.76364	TL	470.7892967
Lian/obstacleposition=0.8	max_angle	TL	24.8515892	23.3440094	19.44004059	22.61986542	TL	0	22.61986542	24.8515892	TL	22.9544932
Lian/obstacleposition=0.8	dliantime	TL	1.935135	18.470316	1.182083	1.171083	TL	0	8.5146	4.228305	TL	5.916920333
Lian/obstacleposition=0.8	sumtime	TL	1.900137	25.142789	1.248101	1.679113	TL	0	13.938994	7.89556	TL	8.634115667
40
		4776267	4776268	4776269	4776270	4776271	4776272	4776273	4776274	4776275	4776276
Lian/obstacleposition=0.2	numberofsteps	788417	TL	30342	136284	501283	309006	TL	TL	566275	891365	460424.5714
Lian/obstacleposition=0.2	memory	669524	TL	41610	161655	414778	283362	TL	TL	603545	974069	449791.8571
Lian/obstacleposition=0.2	pathlength	529.62286	TL	501.03003	501.74323	541.12109	477.95401	TL	TL	502.88153	484.73514	505.5839843
Lian/obstacleposition=0.2	max_angle	23.96249008	TL	22.40983391	24.4866848	47.92498016	24.4866848	TL	TL	24.4866848	22.40983391	27.16674178
Lian/obstacleposition=0.2	dliantime	33.006342	TL	0.297014	2.387169	19.588389	8.64262	TL	TL	14.853047	52.157704	18.70461214
Lian/obstacleposition=0.2	sumtime	28.532022	TL	0.256025	0.896069	14.347012	4.779338	TL	TL	5.765413	22.314591	10.98435286
Lian/obstacleposition=0.4	numberofsteps	TL	337020	TL	172848	370114	TL	457592	86407	524808	714219	380429.7143
Lian/obstacleposition=0.4	memory	TL	340393	TL	218460	344034	TL	454746	118298	598684	812195	412401.4286
Lian/obstacleposition=0.4	pathlength	TL	482.13904	TL	504.53979	537.44867	TL	554.01105	500.8288	500.81165	484.73514	509.2163057
Lian/obstacleposition=0.4	max_angle	TL	45.75384903	TL	24.4866848	24.4866848	TL	24.8515892	22.40983391	24.8515892	22.40983391	27.03572355
Lian/obstacleposition=0.4	dliantime	TL	12.924916	TL	2.676189	20.039425	TL	12.414874	0.943067	15.076074	38.626741	14.67161229
Lian/obstacleposition=0.4	sumtime	TL	8.34059	TL	1.798127	13.655968	TL	5.989418	1.110073	12.437887	23.203639	9.505100286
Lian/obstacleposition=0.6	numberofsteps	497737	195935	24520	118535	277286	140052	257296	31874	341560	580593	246538.8
Lian/obstacleposition=0.6	memory	558112	245440	37632	155913	314618	173470	290830	48547	424939	698766	294826.7
Lian/obstacleposition=0.6	pathlength	527.35437	473.42963	488.61609	500.31628	537.93604	460.29437	534.42279	493.0145	493.66116	482.50314	499.154837
Lian/obstacleposition=0.6	max_angle	24.4866848	23.96249008	22.40983391	24.4866848	24.4866848	24.4866848	24.8515892	22.40983391	24.8515892	19.38451767	23.58165932
Lian/obstacleposition=0.6	dliantime	27.894978	11.079785	0.166018	1.805135	13.365954	3.078222	7.641548	0.290028	8.910632	29.180072	10.3412372
Lian/obstacleposition=0.6	sumtime	26.8769	6.145441	0.209015	1.348096	15.275092	5.374382	7.970571	0.453038	6.825484	23.527671	9.400569
Lian/obstacleposition=0.8	numberofsteps	401184	153001	14061	100623	251821	TL	248526	25659	216823	TL	176462.25
Lian/obstacleposition=0.8	memory	491995	211753	23663	136862	314995	TL	295230	39404	287311	TL	225151.625
Lian/obstacleposition=0.8	pathlength	523.00006	471.2641	486.64825	498.69315	538.48553	TL	534.42279	491.82227	485.59134	TL	503.7409363
Lian/obstacleposition=0.8	max_angle	40.3645401	23.96249008	22.61986542	24.4866848	24.8515892	TL	24.8515892	22.40983391	22.61986542	TL	25.77080727
Lian/obstacleposition=0.8	dliantime	18.663323	6.14243	0.101001	1.254095	10.143726	TL	6.809481	0.219015	4.124293	TL	5.9321705
Lian/obstacleposition=0.8	sumtime	28.629028	8.085575	0.140016	1.556105	16.970209	TL	8.352592	0.373021	6.739477	TL	8.855752875
41
		4776468	4776469	4776470	4776471	4776472	4776473	4776474	4776475	4776476	4776477
Lian/obstacleposition=0.2	numberofsteps	TL	28149	11969	322673	24949	370389	6026	4524	2810	219177	110074
Lian/obstacleposition=0.2	memory	TL	45558	20908	321076	32246	412459	13135	9786	5448	253710	123814
Lian/obstacleposition=0.2	pathlength	TL	509.38611	436.60062	457.1937	460.84247	480.91034	460.44995	458.19818	446.8876	496.53827	467.4452489
Lian/obstacleposition=0.2	max_angle	TL	24.4866848	23.96249008	23.96249008	17.02051926	22.40983391	21.80140686	21.80140686	24.4866848	17.7446785	21.96402168
Lian/obstacleposition=0.2	dliantime	TL	0.309027	0.174018	20.895478	0.619038	9.943712	0.084011	0.065003	0.055003	6.259445	4.267192778
Lian/obstacleposition=0.2	sumtime	TL	0.179017	0.118008	11.844845	0.300022	2.835203	0.037002	0.029996	0.012007	6.891502	2.471955778
Lian/obstacleposition=0.4	numberofsteps	TL	20535	7181	192383	32376	TL	3446	3285	2566	132243	49251.875
Lian/obstacleposition=0.4	memory	TL	34171	13525	256198	52550	TL	9760	7671	5889	158518	67285.25
Lian/obstacleposition=0.4	pathlength	TL	507.83322	434.04333	453.36942	462.03064	TL	459.78101	457.72989	444.34512	488.56342	463.4620063
Lian/obstacleposition=0.4	max_angle	TL	11.88866425	5.71057272	45.75384903	7.263255119	TL	16.09080696	11.30993366	24.4866848	15.25512218	17.21986109
Lian/obstacleposition=0.4	dliantime	TL	0.23101	0.143004	13.944987	0.643046	TL	0.088007	0.059009	0.065004	4.395316	2.446172875
Lian/obstacleposition=0.4	sumtime	TL	0.151011	0.099006	14.878049	0.372026	TL	0.039008	0.022995	0.015997	2.608183	2.273284375
Lian/obstacleposition=0.6	numberofsteps	178429	19637	11075	188618	30387	TL	2911	2101	3341	105407	60211.77778
Lian/obstacleposition=0.6	memory	253823	34290	20658	259403	51428	TL	8712	5802	8157	136008	86475.66667
Lian/obstacleposition=0.6	pathlength	480.00058	507.71652	434.53772	453.05771	462.03061	TL	459.78091	457.43512	444.34802	486.52768	465.0483189
Lian/obstacleposition=0.6	max_angle	11.30993366	11.88866425	17.02051926	22.40983391	11.30993366	TL	16.09080696	11.30993366	24.4866848	17.02051926	15.87186993
Lian/obstacleposition=0.6	dliantime	4.669325	0.215015	0.14201	10.117724	0.881061	TL	0.069006	0.053009	0.058004	5.146359	2.372390333
Lian/obstacleposition=0.6	sumtime	5.101367	0.153004	0.13801	13.923994	0.356032	TL	0.041003	0.017007	0.038997	3.550251	2.591073889
Lian/obstacleposition=0.8	numberofsteps	203931	51678	14527	193892	32605	210441	2635	1454	12790	161290	88524.3
Lian/obstacleposition=0.8	memory	291620	83660	27826	267735	57517	292094	8120	4547	24957	232104	129018
Lian/obstacleposition=0.8	pathlength	480.7998	509.78534	435.1871	453.05771	462.03061	477.62576	459.78085	457.33676	445.34103	489.7558	467.070076
Lian/obstacleposition=0.8	max_angle	22.61986542	11.88866425	23.96249008	22.40983391	7.263255119	22.61986542	16.09080696	11.30993366	24.4866848	18.25189018	18.09032898
Lian/obstacleposition=0.8	dliantime	5.887424	0.560045	0.239011	9.649683	0.780054	5.815408	0.043003	0.038003	0.222016	8.334591	3.1569238
